Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Loading weights:   0%|          | 0/201 [00:00<?, ?it/s]Loading weights:   1%|          | 2/201 [00:00<00:15, 12.92it/s]Loading weights:  11%|█         | 22/201 [00:00<00:01, 89.97it/s]Loading weights:  16%|█▋        | 33/201 [00:00<00:01, 94.27it/s]Loading weights:  22%|██▏       | 45/201 [00:00<00:01, 100.08it/s]Loading weights:  28%|██▊       | 56/201 [00:00<00:01, 97.11it/s] Loading weights:  33%|███▎      | 66/201 [00:00<00:01, 83.84it/s]Loading weights:  38%|███▊      | 76/201 [00:00<00:01, 84.37it/s]Loading weights:  42%|████▏     | 85/201 [00:01<00:01, 80.98it/s]Loading weights:  47%|████▋     | 95/201 [00:01<00:01, 76.18it/s]Loading weights:  52%|█████▏    | 105/201 [00:01<00:01, 75.00it/s]Loading weights:  57%|█████▋    | 114/201 [00:01<00:01, 76.98it/s]Loading weights:  61%|██████    | 123/201 [00:01<00:01, 76.23it/s]Loading weights:  66%|██████▌   | 132/201 [00:01<00:00, 73.66it/s]Loading weights:  72%|███████▏  | 144/201 [00:01<00:00, 85.05it/s]Loading weights:  76%|███████▌  | 153/201 [00:01<00:00, 76.45it/s]Loading weights:  80%|████████  | 161/201 [00:02<00:00, 71.54it/s]Loading weights:  84%|████████▍ | 169/201 [00:02<00:00, 69.17it/s]Loading weights:  88%|████████▊ | 177/201 [00:02<00:00, 67.66it/s]Loading weights:  93%|█████████▎| 186/201 [00:02<00:00, 72.38it/s]Loading weights:  97%|█████████▋| 195/201 [00:02<00:00, 68.54it/s]Loading weights: 100%|██████████| 201/201 [00:02<00:00, 78.66it/s]
DENSO · atencion completa en las 22 capas · sin conv corta
TinyLlama/TinyLlama-1.1B-Chat-v1.0 · 1.10 B CONGELADOS · entrenables 2.11 M (0.192 %) · rango 256 · cuda
escritura capa 11 · lectura capa 2 · 15 entidades · 8 valores · 2 relaciones · batch 4 · archivo 8 · 22 bloques
abstencion 'None' -> 6213 · piso trivial de responder al azar 1/8 = 0.1250
PISO DEL MUDO: abstenerse SIEMPRE da GLOBAL 0.4000. Por debajo de eso el modelo es peor que el silencio.
calentando 6000 pasos sin casos de abstencion
  paso    1 · perdida  6.1455 · GLOBAL 0.0000 · acierto 0.0000 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 1.4 s/paso  (calentando, sin abstencion)
  paso 2950 · perdida  2.1533 · GLOBAL 0.0000 · acierto 0.0000 · vigente nan · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 2975 · perdida  3.0362 · GLOBAL 0.0000 · acierto 0.0000 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3000 · perdida  1.6345 · GLOBAL 0.2500 · acierto 0.2500 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3025 · perdida  1.1775 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.5000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3050 · perdida  1.5008 · GLOBAL 0.5000 · acierto 0.5000 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3075 · perdida  1.8588 · GLOBAL 0.2500 · acierto 0.2500 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3100 · perdida  1.9520 · GLOBAL 0.0000 · acierto 0.0000 · vigente nan · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3125 · perdida  1.0853 · GLOBAL 1.0000 · acierto 1.0000 · vigente nan · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3150 · perdida  2.3961 · GLOBAL 0.0000 · acierto 0.0000 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3175 · perdida  1.6010 · GLOBAL 0.2500 · acierto 0.2500 · vigente 0.3333 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3200 · perdida  2.3761 · GLOBAL 0.0000 · acierto 0.0000 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3225 · perdida  1.9542 · GLOBAL 0.2500 · acierto 0.2500 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3250 · perdida  1.7097 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.6667 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3275 · perdida  3.0849 · GLOBAL 0.0000 · acierto 0.0000 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3300 · perdida  2.1811 · GLOBAL 0.0000 · acierto 0.0000 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3325 · perdida  2.4037 · GLOBAL 0.0000 · acierto 0.0000 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3350 · perdida  3.1224 · GLOBAL 0.0000 · acierto 0.0000 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3375 · perdida  1.6038 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3400 · perdida  1.0212 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3425 · perdida  1.7955 · GLOBAL 0.2500 · acierto 0.2500 · vigente 0.3333 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3450 · perdida  1.3643 · GLOBAL 0.7500 · acierto 0.7500 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3475 · perdida  2.4151 · GLOBAL 0.0000 · acierto 0.0000 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3500 · perdida  2.0056 · GLOBAL 0.5000 · acierto 0.5000 · vigente nan · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3525 · perdida  1.7303 · GLOBAL 0.2500 · acierto 0.2500 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3550 · perdida  1.4634 · GLOBAL 0.5000 · acierto 0.5000 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3575 · perdida  1.5533 · GLOBAL 0.2500 · acierto 0.2500 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3600 · perdida  2.0436 · GLOBAL 0.0000 · acierto 0.0000 · vigente nan · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3625 · perdida  1.2997 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.5000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3650 · perdida  2.4433 · GLOBAL 0.2500 · acierto 0.2500 · vigente 0.5000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3675 · perdida  1.4780 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3700 · perdida  1.3451 · GLOBAL 0.2500 · acierto 0.2500 · vigente 0.5000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3725 · perdida  2.0784 · GLOBAL 0.2500 · acierto 0.2500 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3750 · perdida  1.9627 · GLOBAL 0.2500 · acierto 0.2500 · vigente 0.5000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3775 · perdida  2.6681 · GLOBAL 0.2500 · acierto 0.2500 · vigente 0.3333 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3800 · perdida  1.9542 · GLOBAL 0.2500 · acierto 0.2500 · vigente 0.5000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3825 · perdida  1.9720 · GLOBAL 0.2500 · acierto 0.2500 · vigente nan · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3850 · perdida  1.8832 · GLOBAL 0.5000 · acierto 0.5000 · vigente nan · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3875 · perdida  1.3253 · GLOBAL 0.2500 · acierto 0.2500 · vigente 0.5000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3900 · perdida  1.6178 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3925 · perdida  1.8438 · GLOBAL 0.2500 · acierto 0.2500 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3950 · perdida  1.1893 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.5000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 3975 · perdida  3.8205 · GLOBAL 0.0000 · acierto 0.0000 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4000 · perdida  1.4871 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.6667 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4025 · perdida  2.7437 · GLOBAL 0.0000 · acierto 0.0000 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4050 · perdida  1.1395 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4075 · perdida  1.8458 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.5000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4100 · perdida  1.7562 · GLOBAL 0.2500 · acierto 0.2500 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4125 · perdida  1.8107 · GLOBAL 0.2500 · acierto 0.2500 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4150 · perdida  1.9637 · GLOBAL 0.0000 · acierto 0.0000 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4175 · perdida  0.5497 · GLOBAL 1.0000 · acierto 1.0000 · vigente nan · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4200 · perdida  0.7296 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.5000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4225 · perdida  2.1394 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4250 · perdida  1.6839 · GLOBAL 0.2500 · acierto 0.2500 · vigente 0.5000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4275 · perdida  0.5199 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4300 · perdida  0.9010 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4325 · perdida  1.2420 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.5000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4350 · perdida  1.0037 · GLOBAL 0.7500 · acierto 0.7500 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4375 · perdida  0.4571 · GLOBAL 0.7500 · acierto 0.7500 · vigente nan · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4400 · perdida  1.1599 · GLOBAL 0.7500 · acierto 0.7500 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4425 · perdida  2.2886 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.3333 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4450 · perdida  0.8478 · GLOBAL 0.7500 · acierto 0.7500 · vigente nan · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4475 · perdida  0.6706 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4500 · perdida  0.5947 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4525 · perdida  1.3785 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.5000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4550 · perdida  1.0866 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4575 · perdida  1.3120 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4600 · perdida  0.7458 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4625 · perdida  0.6870 · GLOBAL 0.7500 · acierto 0.7500 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4650 · perdida  0.4622 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4675 · perdida  0.6534 · GLOBAL 0.7500 · acierto 0.7500 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4700 · perdida  1.2071 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.5000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4725 · perdida  0.8839 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4750 · perdida  0.8205 · GLOBAL 0.5000 · acierto 0.5000 · vigente nan · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4775 · perdida  0.3906 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4800 · perdida  0.9950 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.5000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4825 · perdida  0.6303 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4850 · perdida  0.5373 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4875 · perdida  0.2847 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4900 · perdida  0.2716 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4925 · perdida  0.8987 · GLOBAL 0.7500 · acierto 0.7500 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4950 · perdida  0.4908 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.6667 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 4975 · perdida  0.3317 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5000 · perdida  1.7945 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.5000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5025 · perdida  0.6354 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.5000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5050 · perdida  0.5583 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.5000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5075 · perdida  0.0390 · GLOBAL 1.0000 · acierto 1.0000 · vigente nan · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5100 · perdida  1.2137 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.5000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5125 · perdida  0.1460 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5150 · perdida  1.8532 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.6667 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5175 · perdida  0.1739 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5200 · perdida  0.1550 · GLOBAL 1.0000 · acierto 1.0000 · vigente nan · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5225 · perdida  0.2602 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5250 · perdida  1.2766 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.5000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5275 · perdida  0.5234 · GLOBAL 0.7500 · acierto 0.7500 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5300 · perdida  0.2168 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5325 · perdida  0.4883 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5350 · perdida  0.8642 · GLOBAL 0.7500 · acierto 0.7500 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5375 · perdida  1.3157 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5400 · perdida  0.1865 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5425 · perdida  1.0310 · GLOBAL 0.7500 · acierto 0.7500 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5450 · perdida  0.1358 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5475 · perdida  0.2025 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5500 · perdida  0.2858 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.5000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5525 · perdida  0.0213 · GLOBAL 1.0000 · acierto 1.0000 · vigente nan · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5550 · perdida  0.1252 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5575 · perdida  0.1238 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5600 · perdida  0.0744 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5625 · perdida  0.1592 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5650 · perdida  0.2465 · GLOBAL 0.7500 · acierto 0.7500 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5675 · perdida  0.8980 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.5000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5700 · perdida  0.3164 · GLOBAL 0.7500 · acierto 0.7500 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5725 · perdida  0.1059 · GLOBAL 1.0000 · acierto 1.0000 · vigente nan · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5750 · perdida  0.1758 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5775 · perdida  0.8626 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.5000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5800 · perdida  0.1976 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5825 · perdida  0.1481 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5850 · perdida  0.0463 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5875 · perdida  0.1155 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5900 · perdida  2.2143 · GLOBAL 0.2500 · acierto 0.2500 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5925 · perdida  0.8532 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.7500 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5950 · perdida  1.1679 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.3333 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 5975 · perdida  0.6422 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.6667 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 6000 · perdida  0.9256 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.5000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso  (calentando, sin abstencion)
  paso 6025 · perdida  1.8686 · GLOBAL 0.5000 · acierto 1.0000 · vigente 1.0000 · nose 0.3333 (rel 0.00/aus 0.50) · invento 0.6667 · 0.2 s/paso
  paso 6050 · perdida  0.8662 · GLOBAL 0.5000 · acierto 0.6667 · vigente nan · nose 0.0000 (rel 0.00/aus nan) · invento 1.0000 · 0.2 s/paso
  paso 6075 · perdida  0.9981 · GLOBAL 0.5000 · acierto 0.5000 · vigente 1.0000 · nose 0.5000 (rel 1.00/aus 0.00) · invento 0.5000 · 0.2 s/paso
  paso 6100 · perdida  1.2331 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.0000 · nose 0.5000 (rel 0.00/aus 1.00) · invento 0.5000 · 0.2 s/paso
  paso 6125 · perdida  0.7770 · GLOBAL 0.7500 · acierto 1.0000 · vigente nan · nose 0.0000 (rel nan/aus 0.00) · invento 1.0000 · 0.2 s/paso
  paso 6150 · perdida  0.7705 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 6175 · perdida  2.1347 · GLOBAL 0.5000 · acierto 1.0000 · vigente nan · nose 0.0000 (rel 0.00/aus 0.00) · invento 1.0000 · 0.2 s/paso
